"level","taxon","family","scale","b","dbh_max_cm","fit_level","fit_taxon"
"genus","Ougeinia","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Ouratea","Ochnaceae","0.299755","0.719512","114.7","family","Ochnaceae"
"genus","Oxandra","Annonaceae","0.601835","0.641884","29","genus","Oxandra"
"genus","Oxydendrum","Ericaceae","0.570745","0.4646","149","family","Ericaceae"
"genus","Oxystigma","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Ozoroa","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Pachira","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Pachyelasma","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Pachypodium","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Palaquium","Sapotaceae","0.304784","0.75028","69.2","genus","Palaquium"
"genus","Palicourea","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Pancovia","Sapindaceae","0.401361","0.704426","35.7","genus","Pancovia"
"genus","Panda","Pandaceae","0.391569","0.683066","74.6","genus","Panda"
"genus","Pandanus","Pandanaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Pappea","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Paracroton","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Parahancornia","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Paranephelium","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Pararchidendron","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Parartocarpus","Moraceae","0.34763","0.654914","217.7","family","Moraceae"
"genus","Parashorea","Dipterocarpaceae","0.351397","0.634819","129.1","genus","Parashorea"
"genus","Parathesis","Primulaceae","0.396453","0.533411","65.5","family","Primulaceae"
"genus","Parinari","Chrysobalanaceae","0.490113","0.601551","99.9","family","Chrysobalanaceae"
"genus","Parishia","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Parkia","Fabaceae","0.415578","0.720005","130","genus","Parkia"
"genus","Parmentiera","Bignoniaceae","0.280322","0.718885","137.3","family","Bignoniaceae"
"genus","Paropsia","Passifloraceae","0.479259","0.588435","34","family","Passifloraceae"
"genus","Parrotia","Hamamelidaceae","0.468985","0.534323","44","genus","Parrotia"
"genus","Parsonsia","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Paulownia","Paulowniaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Pauridiantha","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Pausinystalia","Rubiaceae","0.462992","0.599632","66.7","genus","Pausinystalia"
"genus","Pavetta","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Payena","Sapotaceae","0.581933","0.463186","57.8","genus","Payena"
"genus","Peddiea","Thymelaeaceae","0.40676","0.583658","37.5","family","Thymelaeaceae"
"genus","Peltogyne","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Peltophorum","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Pennantia","Pennantiaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Pentace","Malvaceae","0.521731","0.490197","51.6","genus","Pentace"
"genus","Pentaclethra","Fabaceae","0.423221","0.698633","115.5","genus","Pentaclethra"
"genus","Pentadesma","Clusiaceae","0.338095","0.675771","77.4","family","Clusiaceae"
"genus","Pentaphylax","Pentaphylacaceae","0.278135","0.665268","40","genus","Pentaphylax"
"genus","Pentaspadon","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Perebea","Moraceae","0.34763","0.654914","217.7","family","Moraceae"
"genus","Pericopsis","Fabaceae","0.378785","0.805538","67.3","genus","Pericopsis"
"genus","Perrottetia","Dipentodontaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Persea","Lauraceae","0.348003","0.56008","80.7","genus","Persea"
"genus","Persoonia","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Pertusadina","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Petalostigma","Picrodendraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Petersianthus","Lecythidaceae","0.130555","0.946007","119.6","genus","Petersianthus"
"genus","Petraeovitex","Lamiaceae","0.344655","0.61105","77.5","family","Lamiaceae"
"genus","Phaeanthus","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Phellodendron","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Philenoptera","Fabaceae","0.304119","0.743832","43.7","genus","Philenoptera"
"genus","Phoebe","Lauraceae","0.339396","0.543261","132","genus","Phoebe"
"genus","Photinia","Rosaceae","0.509136","0.565611","33","genus","Photinia"
"genus","Phyllanthus","Phyllanthaceae","0.194619","0.73453","53.7","genus","Phyllanthus"
"genus","Phyllocladus","Podocarpaceae","0.34741","0.614147","266","family","Podocarpaceae"
"genus","Phyllocosmus","Ixonanthaceae","0.248074","0.655756","78.5","family","Ixonanthaceae"
"genus","Phyllostylon","Ulmaceae","0.627949","0.480158","40","genus","Phyllostylon"
"genus","Physalis","Solanaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Picea","Pinaceae","0.293218","0.59975","109","genus","Picea"
"genus","Picralima","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Picramnia","Picramniaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Pictetia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Pieris","Ericaceae","0.570745","0.4646","149","family","Ericaceae"
"genus","Pilidiostigma","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Pilocarpus","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Pimelodendron","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Pinacopodium","Erythroxylaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Pinus","Pinaceae","0.207366","0.743674","130.5","genus","Pinus"
"genus","Piper","Piperaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Piptadenia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Piptadeniastrum","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Piptocarpha","Asteraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Piptomeris","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Piranhea","Picrodendraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Piscidia","Fabaceae","0.270869","0.719548","58.2","genus","Piscidia"
"genus","Pisonia","Nyctaginaceae","0.864926","0.433189","24","genus","Pisonia"
"genus","Pistacia","Anacardiaceae","0.612594","0.363058","77","genus","Pistacia"
"genus","Pitaviaster","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Pithecellobium","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Pittosporum","Pittosporaceae","0.206113","0.848246","27.6","genus","Pittosporum"
"genus","Placospermum","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Plagiostyles","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Planchonella","Sapotaceae","0.290277","0.602242","35.7","genus","Planchonella"
"genus","Planchonia","Lecythidaceae","0.438676","0.596827","186.2","family","Lecythidaceae"
"genus","Planera","Ulmaceae","0.543514","0.584826","82","family","Ulmaceae"
"genus","Platanus","Platanaceae","0.411541","0.690911","71","genus","Platanus"
"genus","Platea","Metteniusaceae","0.346905","0.543355","39.5","genus","Platea"
"genus","Plathymenia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Platycarya","Juglandaceae","0.184687","0.840949","72.6","family","Juglandaceae"
"genus","Platymiscium","Fabaceae","0.165458","0.897395","83","genus","Platymiscium"
"genus","Platypodium","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Pleioluma","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"genus","Pleradenophora","Euphorbiaceae","0.63071","0.606089","44.6","genus","Pleradenophora"
"genus","Pleuranthodendron","Salicaceae","0.362303","0.615443","103.5","family","Salicaceae"
"genus","Pleurostylia","Celastraceae","0.376232","0.66231","101.6","family","Celastraceae"
"genus","Plumeria","Apocynaceae","0.152592","0.956883","34.9","genus","Plumeria"
"genus","Podocarpus","Podocarpaceae","0.384581","0.595725","266","genus","Podocarpus"
"genus","Podopterus","Polygonaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Poecilanthe","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Poeppigia","Fabaceae","0.769577","0.44717","58.9","genus","Poeppigia"
"genus","Poitea","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Polyalthia","Annonaceae","0.491465","0.511161","41.8","genus","Polyalthia"
"genus","Polygala","Polygalaceae","0.395389","0.531684","60.3","family","Polygalaceae"
"genus","Polylepis","Rosaceae","0.439641","0.553616","100","family","Rosaceae"
"genus","Polyosma","Escalloniaceae","0.385088","0.49247","54","genus","Polyosma"
"genus","Polyscias","Araliaceae","0.221779","0.730318","138.1","family","Araliaceae"
"genus","Polyspora","Theaceae","0.308577","0.625259","73","family","Theaceae"
"genus","Pomaderris","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"genus","Pombalia","Violaceae","0.641656","0.483323","47.3","family","Violaceae"
"genus","Pometia","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Pongamia","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Popowia","Annonaceae","0.587678","0.511997","27.4","genus","Popowia"
"genus","Populus","Salicaceae","0.340641","0.625405","103.5","genus","Populus"
"genus","Porterandia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Posoqueria","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Poulsenia","Moraceae","0.311648","0.735099","96.8","genus","Poulsenia"
"genus","Pourouma","Urticaceae","0.527517","0.615922","59.7","genus","Pourouma"
"genus","Pouteria","Sapotaceae","0.516891","0.529496","151.4","genus","Pouteria"
"genus","Pradosia","Sapotaceae","0.435742","0.548262","74.5","genus","Pradosia"
"genus","Prainea","Moraceae","0.34763","0.654914","217.7","family","Moraceae"
"genus","Premna","Lamiaceae","0.344655","0.61105","77.5","family","Lamiaceae"
"genus","Prioria","Fabaceae","0.55599","0.595808","140.3","genus","Prioria"
"genus","Prismatomeris","Rubiaceae","0.259017","0.608714","43.3","genus","Prismatomeris"
"genus","Prosopis","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Protium","Burseraceae","0.486368","0.593106","85.8","genus","Protium"
"genus","Protomegabaria","Phyllanthaceae","0.257811","0.775491","111.5","family","Phyllanthaceae"
"genus","Prumnopitys","Podocarpaceae","0.4715","0.504096","193","genus","Prumnopitys"
"genus","Prunus","Rosaceae","0.373481","0.662745","89","genus","Prunus"
"genus","Pseudobombax","Malvaceae","0.211237","0.72241","180","genus","Pseudobombax"
"genus","Pseudoclausena","Meliaceae","0.470551","0.57892","280.3","family","Meliaceae"
"genus","Pseudolachnostylis","Phyllanthaceae","0.18895","0.955568","84.7","genus","Pseudolachnostylis"
"genus","Pseudolmedia","Moraceae","0.53369","0.641527","53.7","genus","Pseudolmedia"
"genus","Pseudomorus","Moraceae","0.34763","0.654914","217.7","family","Moraceae"
"genus","Pseudopanax","Araliaceae","0.221779","0.730318","138.1","family","Araliaceae"
"genus","Pseudopiptadenia","Fabaceae","0.339563","0.696121","87","genus","Pseudopiptadenia"
"genus","Pseudosenefeldera","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Pseudotsuga","Pinaceae","0.283959","0.61799","152.9","genus","Pseudotsuga"
"genus","Pseudoweinmannia","Cunoniaceae","0.360003","0.728754","80.5","family","Cunoniaceae"
"genus","Pseudowintera","Winteraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Pseuduvaria","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Psidium","Myrtaceae","0.135356","0.968409","46","genus","Psidium"
"genus","Psorospermum","Hypericaceae","0.290452","0.639168","58","family","Hypericaceae"
"genus","Psychotria","Rubiaceae","0.367342","0.525731","65","genus","Psychotria"
"genus","Psydrax","Rubiaceae","0.357762","0.529255","38.6","genus","Psydrax"
"genus","Pteleopsis","Combretaceae","0.352803","0.687025","191","family","Combretaceae"
"genus","Pternandra","Melastomataceae","0.510018","0.547054","49.7","family","Melastomataceae"
"genus","Pterocarpus","Fabaceae","0.280956","0.803678","184","genus","Pterocarpus"
"genus","Pterocymbium","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Pterodon","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Pterospermum","Malvaceae","0.21851","0.704292","59.4","genus","Pterospermum"
"genus","Pterygota","Malvaceae","0.229848","0.773826","93.8","genus","Pterygota"
"genus","Ptychopyxis","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Pullea","Cunoniaceae","0.360003","0.728754","80.5","family","Cunoniaceae"
"genus","Purshia","Rosaceae","0.439641","0.553616","100","family","Rosaceae"
"genus","Putranjiva","Putranjivaceae","0.349585","0.668577","72.5","family","Putranjivaceae"
"genus","Pycnanthus","Myristicaceae","0.0939796","1.01154","124.2","genus","Pycnanthus"
"genus","Pyrenaria","Theaceae","0.308577","0.625259","73","family","Theaceae"
"genus","Pyrularia","Santalaceae","0.484149","0.400661","41.3","family","Santalaceae"
"genus","Pyrus","Rosaceae","0.166227","0.758089","67","genus","Pyrus"
"genus","Quadrella","Capparaceae","0.424526","0.641655","33.3","genus","Quadrella"
"genus","Qualea","Vochysiaceae","0.279541","0.763347","95","genus","Qualea"
"genus","Quararibea","Malvaceae","0.511155","0.581627","108.2","genus","Quararibea"
"genus","Quassia","Simaroubaceae","0.120321","0.928459","68.2","genus","Quassia"
"genus","Quercus","Fagaceae","0.17238","0.83828","203.7","genus","Quercus"
"genus","Quiina","Ochnaceae","0.299755","0.719512","114.7","family","Ochnaceae"
"genus","Quintinia","Paracryphiaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Racosperma","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Radermachera","Bignoniaceae","0.164285","0.735325","44","genus","Radermachera"
"genus","Radlkofera","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Randia","Rubiaceae","0.646707","0.441624","26.2","genus","Randia"
"genus","Rapanea","Primulaceae","0.608234","0.475049","52.4","genus","Rapanea"
"genus","Rauvolfia","Apocynaceae","0.329077","0.659122","186.2","family","Apocynaceae"
"genus","Rawsonia","Achariaceae","0.332336","0.688604","80.9","family","Achariaceae"
"genus","Recchia","Surianaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Reevesia","Malvaceae","0.238585","0.655592","41","genus","Reevesia"
"genus","Reinwardtiodendron","Meliaceae","0.654244","0.55442","32.5","genus","Reinwardtiodendron"
"genus","Retrophyllum","Podocarpaceae","0.34741","0.614147","266","family","Podocarpaceae"
"genus","Reynosia","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"genus","Rhabdodendron","Rhabdodendraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Rhamnella","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"genus","Rhamnus","Rhamnaceae","0.575636","0.607589","25","genus","Rhamnus"
"genus","Rhaphiolepis","Rosaceae","0.439641","0.553616","100","family","Rosaceae"
"genus","Rhizophora","Rhizophoraceae","0.36381","0.736927","82.7","genus","Rhizophora"
"genus","Rhodamnia","Myrtaceae","0.329446","0.546301","39.2","genus","Rhodamnia"
"genus","Rhododendron","Ericaceae","0.40671","0.581779","27.5","genus","Rhododendron"
"genus","Rhodoleia","Hamamelidaceae","0.965173","0.387314","44","family","Hamamelidaceae"
"genus","Rhodomyrtus","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Rhodotypos","Rosaceae","0.439641","0.553616","100","family","Rosaceae"
"genus","Rhus","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Ricinodendron","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Rinorea","Violaceae","0.646484","0.483268","47.3","genus","Rinorea"
"genus","Rinoreocarpus","Violaceae","0.641656","0.483323","47.3","family","Violaceae"
"genus","Robinia","Fabaceae","0.428725","0.561226","48.4","genus","Robinia"
"genus","Robinsonella","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Rochefortia","Boraginaceae","0.425924","0.564563","106.3","family","Boraginaceae"
"genus","Rockinghamia","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Rollinia","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Rondeletia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Rothmannia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Roucheria","Linaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Roupala","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Rourea","Connaraceae","0.322748","0.585382","37.3","family","Connaraceae"
"genus","Rubus","Rosaceae","0.439641","0.553616","100","family","Rosaceae"
"genus","Ruprechtia","Polygonaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Ryania","Salicaceae","0.362303","0.615443","103.5","family","Salicaceae"
"genus","Ryparosa","Achariaceae","0.332336","0.688604","80.9","family","Achariaceae"
"genus","Sacoglottis","Humiriaceae","0.294895","0.739458","98.5","genus","Sacoglottis"
"genus","Sageraea","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Sageretia","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"genus","Sagotia","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Salacia","Celastraceae","0.376232","0.66231","101.6","family","Celastraceae"
"genus","Salix","Salicaceae","0.418346","0.566406","33","genus","Salix"
"genus","Salvertia","Vochysiaceae","0.287582","0.729449","125.7","family","Vochysiaceae"
"genus","Sambucus","Adoxaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Samyda","Salicaceae","0.362303","0.615443","103.5","family","Salicaceae"
"genus","Sandoricum","Meliaceae","0.470551","0.57892","280.3","family","Meliaceae"
"genus","Santalum","Santalaceae","0.484149","0.400661","41.3","family","Santalaceae"
"genus","Santiria","Burseraceae","0.392677","0.680358","93","genus","Santiria"
"genus","Sapindus","Sapindaceae","0.552233","0.506209","47","genus","Sapindus"
"genus","Sapium","Euphorbiaceae","0.230762","0.772819","77.7","genus","Sapium"
"genus","Sapranthus","Annonaceae","0.485385","0.567258","126","family","Annonaceae"
"genus","Saprosma","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Saraca","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Sarcobatus","Sarcobataceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Sarcomelicope","Rutaceae","0.336044","0.604387","120","family","Rutaceae"
"genus","Sarcomphalus","Rhamnaceae","0.628407","0.52228","55.4","family","Rhamnaceae"
"genus","Sarcopteryx","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Sarcosperma","Sapotaceae","0.247549","0.618743","61","genus","Sarcosperma"
"genus","Sarcotheca","Oxalidaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Sarcotoechia","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Sassafras","Lauraceae","0.366629","0.634059","51.4","genus","Sassafras"
"genus","Saurauia","Actinidiaceae","0.268072","0.726156","48","genus","Saurauia"
"genus","Savia","Phyllanthaceae","0.257811","0.775491","111.5","family","Phyllanthaceae"
"genus","Scaphium","Malvaceae","0.435334","0.584068","97.4","genus","Scaphium"
"genus","Scaphocalyx","Achariaceae","0.332336","0.688604","80.9","family","Achariaceae"
"genus","Scaphopetalum","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Schaefferia","Celastraceae","0.376232","0.66231","101.6","family","Celastraceae"
"genus","Schefflera","Araliaceae","0.166656","0.803168","138.1","genus","Schefflera"
"genus","Schima","Theaceae","0.251341","0.692758","73","genus","Schima"
"genus","Schinziophyton","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Schizocalyx","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Schizolobium","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Schizomeria","Cunoniaceae","0.360003","0.728754","80.5","family","Cunoniaceae"
"genus","Schleichera","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Schoepfia","Schoepfiaceae","0.420251","0.565676","23.1","genus","Schoepfia"
"genus","Schoutenia","Malvaceae","0.33858","0.656564","247.7","family","Malvaceae"
"genus","Schumacheria","Dilleniaceae","0.41531","0.507868","66","family","Dilleniaceae"
"genus","Sclerocarya","Anacardiaceae","0.389437","0.698953","98.4","genus","Sclerocarya"
"genus","Sclerolobium","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Scleropyrum","Santalaceae","0.308798","0.608053","41.3","genus","Scleropyrum"
"genus","Scolopia","Salicaceae","0.339279","0.570357","56.6","genus","Scolopia"
"genus","Scorodocarpus","Olacaceae","0.50961","0.592203","103","family","Olacaceae"
"genus","Scorodophloeus","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Scottellia","Achariaceae","0.332336","0.688604","80.9","family","Achariaceae"
"genus","Scyphiphora","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Scyphocephalium","Myristicaceae","0.454828","0.613182","136.8","family","Myristicaceae"
"genus","Scytopetalum","Lecythidaceae","0.438676","0.596827","186.2","family","Lecythidaceae"
"genus","Searsia","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Sebastiania","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Securidaca","Polygalaceae","0.395389","0.531684","60.3","family","Polygalaceae"
"genus","Securinega","Phyllanthaceae","0.257811","0.775491","111.5","family","Phyllanthaceae"
"genus","Semecarpus","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Semialarium","Celastraceae","0.278817","0.585454","25","genus","Semialarium"
"genus","Senegalia","Fabaceae","0.403364","0.642915","94.9","genus","Senegalia"
"genus","Senna","Fabaceae","0.409149","0.596026","26.6","genus","Senna"
"genus","Sequoia","Cupressaceae","0.385224","0.556493","770","family","Cupressaceae"
"genus","Sequoiadendron","Cupressaceae","0.385224","0.556493","770","family","Cupressaceae"
"genus","Sextonia","Lauraceae","0.495826","0.494061","195","family","Lauraceae"
"genus","Shirakiopsis","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Shorea","Dipterocarpaceae","0.417237","0.60057","212","genus","Shorea"
"genus","Sideroxylon","Sapotaceae","0.690915","0.451987","53.8","genus","Sideroxylon"
"genus","Simarouba","Simaroubaceae","0.43358","0.611735","78.9","genus","Simarouba"
"genus","Simira","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Sindora","Fabaceae","0.280385","0.707213","102.9","genus","Sindora"
"genus","Singaporandia","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Sinoadina","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Siparuna","Siparunaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Siphonodon","Celastraceae","0.376232","0.66231","101.6","family","Celastraceae"
"genus","Sloanea","Elaeocarpaceae","0.39417","0.672781","124.7","genus","Sloanea"
"genus","Sonneratia","Lythraceae","0.261642","0.632124","59.5","family","Lythraceae"
"genus","Sophora","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Sorbus","Rosaceae","0.763437","0.395865","67","genus","Sorbus"
"genus","Sorindeia","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Sorocea","Moraceae","0.34763","0.654914","217.7","family","Moraceae"
"genus","Spathandra","Melastomataceae","0.510018","0.547054","49.7","family","Melastomataceae"
"genus","Spathiostemon","Euphorbiaceae","0.345755","0.614096","117","family","Euphorbiaceae"
"genus","Spathodea","Bignoniaceae","0.280322","0.718885","137.3","family","Bignoniaceae"
"genus","Sphalmium","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Sphenostemon","Paracryphiaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Spondias","Anacardiaceae","0.174467","0.891587","104.5","genus","Spondias"
"genus","Staudtia","Myristicaceae","0.152364","0.87803","93.1","genus","Staudtia"
"genus","Steganotaenia","Apiaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Steganthera","Monimiaceae","0.814479","0.417823","112","family","Monimiaceae"
"genus","Stemonocoleus","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Stemonurus","Stemonuraceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Stenocarpus","Proteaceae","0.237798","0.80052","88","family","Proteaceae"
"genus","Stenostomum","Rubiaceae","0.418989","0.548977","112","family","Rubiaceae"
"genus","Sterculia","Malvaceae","0.230514","0.763121","207.5","genus","Sterculia"
"genus","Stereospermum","Bignoniaceae","0.164629","0.816086","21","genus","Stereospermum"
"genus","Storckiella","Fabaceae","0.35056","0.703454","246.4","family","Fabaceae"
"genus","Streblus","Moraceae","0.32008","0.60805","38.4","genus","Streblus"
"genus","Strephonema","Combretaceae","0.352803","0.687025","191","family","Combretaceae"
"genus","Strobilanthes","Acanthaceae","0.323693","0.590213","103.3","family","Acanthaceae"
"genus","Strombosia","Olacaceae","0.403939","0.648287","73.8","genus","Strombosia"
"genus","Strombosiopsis","Olacaceae","0.50961","0.592203","103","family","Olacaceae"
"genus","Strychnos","Loganiaceae","0.145226","1.02949","47.4","genus","Strychnos"
"genus","Stryphnodendron","Fabaceae","0.289071","0.733489","86.3","genus","Stryphnodendron"
"genus","Styphelia","Ericaceae","0.570745","0.4646","149","family","Ericaceae"
"genus","Styphnolobium","Fabaceae","0.236546","0.7894","48.4","genus","Styphnolobium"
"genus","Styrax","Styracaceae","0.311857","0.603527","50.5","genus","Styrax"
"genus","Sundacarpus","Podocarpaceae","0.34741","0.614147","266","family","Podocarpaceae"
"genus","Suregada","Euphorbiaceae","0.196731","0.773685","28","genus","Suregada"
"genus","Swartzia","Fabaceae","0.322497","0.730782","86","genus","Swartzia"
"genus","Swertia","Gentianaceae","0.317061","0.676834","66.2","family","Gentianaceae"
"genus","Swietenia","Meliaceae","0.470551","0.57892","280.3","family","Meliaceae"
"genus","Swintonia","Anacardiaceae","0.312881","0.679159","197.5","family","Anacardiaceae"
"genus","Symphonia","Clusiaceae","1.1627","0.347732","75.2","genus","Symphonia"
"genus","Symphoricarpos","Caprifoliaceae","0.347503","0.646075","385","division","Angiosperm"
"genus","Symplocos","Symplocaceae","0.450032","0.462329","60.4","genus","Symplocos"
"genus","Syncarpia","Myrtaceae","0.370999","0.569338","385","family","Myrtaceae"
"genus","Syndiclis","Lauraceae","0.495826","0.494061","195","family","Lauraceae"
"genus","Synima","Sapindaceae","0.402324","0.640163","141.2","family","Sapindaceae"
"genus","Synoum","Meliaceae","0.470551","0.57892","280.3","family","Meliaceae"
"genus","Synsepalum","Sapotaceae","0.412551","0.592546","180","family","Sapotaceae"
"genus","Syzygium","Myrtaceae","0.364688","0.591583","189","genus","Syzygium"
"genus","Tabebuia","Bignoniaceae","0.425961","0.700237","108.9","genus","Tabebuia"
