level,taxon,family,division,fit_level,fit_taxon,n,ln_a,b,sigma,r2,dbh_min_cm,dbh_max_cm,scale
genus,Exostema,Rubiaceae,Angiosperm,genus,Exostema,149,-1.09281,0.617453,0.371595,0.57968,1.1,30.6,0.35924
genus,Exothea,Sapindaceae,Angiosperm,genus,Exothea,129,-1.5741,0.721096,0.490879,0.458054,2.5,34,0.233723
genus,Fagraea,Gentianaceae,Angiosperm,genus,Fagraea,56,-1.02133,0.614165,0.202451,0.819744,3,66.2,0.367571
genus,Fagus,Fagaceae,Angiosperm,genus,Fagus,9523,-0.724676,0.567771,0.350293,0.635888,1,162,0.515137
genus,Faidherbia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Falcataria,Fabaceae,Angiosperm,genus,Falcataria,36,-2.07287,1.0467,0.23386,0.788836,16.7,72.7,0.129312
genus,Faradaya,Lamiaceae,Angiosperm,family,Lamiaceae,683,-1.20981,0.61105,0.537772,0.453723,1,77.5,0.344655
genus,Faramea,Rubiaceae,Angiosperm,genus,Faramea,70,-0.597318,0.569284,0.256815,0.813126,1,22.2,0.568735
genus,Faurea,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Fernandoa,Bignoniaceae,Angiosperm,family,Bignoniaceae,878,-1.40041,0.718885,0.507137,0.645503,1.1,137.3,0.280322
genus,Ficus,Moraceae,Angiosperm,genus,Ficus,1024,-1.57905,0.734242,0.458995,0.589803,1,217.7,0.229073
genus,Filicium,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Fillaeopsis,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Firmiana,Malvaceae,Angiosperm,genus,Firmiana,65,-1.39178,0.641409,0.428474,0.518208,1.1,39.4,0.272537
genus,Fissistigma,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Flacourtia,Salicaceae,Angiosperm,family,Salicaceae,2221,-1.09157,0.615443,0.390641,0.630887,1,103.5,0.362303
genus,Flemingia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Fleroya,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Flindersia,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Flueggea,Phyllanthaceae,Angiosperm,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
genus,Fontainea,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Forchhammeria,Resedaceae,Angiosperm,genus,Forchhammeria,50,-1.01181,0.620691,0.304624,0.735597,1,24.1,0.380825
genus,Fordia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Forestiera,Oleaceae,Angiosperm,family,Oleaceae,3572,-0.928935,0.545344,0.439232,0.492978,1,88.8,0.434973
genus,Franciscodendron,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Frangula,Rhamnaceae,Angiosperm,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
genus,Fraxinus,Oleaceae,Angiosperm,genus,Fraxinus,2808,-0.832456,0.524251,0.39657,0.447193,1,88.8,0.470564
genus,Fremontodendron,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Freziera,Pentaphylacaceae,Angiosperm,family,Pentaphylacaceae,1279,-1.16728,0.572801,0.404573,0.430511,1.2,112,0.337754
genus,Fridericia,Bignoniaceae,Angiosperm,family,Bignoniaceae,878,-1.40041,0.718885,0.507137,0.645503,1.1,137.3,0.280322
genus,Funtumia,Apocynaceae,Angiosperm,genus,Funtumia,49,-0.966952,0.551912,0.51931,0.434825,2.5,63.3,0.43513
genus,Gaertnera,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Galbulimima,Himantandraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Galearia,Pandaceae,Angiosperm,family,Pandaceae,166,-1.1189,0.643272,0.511808,0.588088,1.3,74.6,0.372346
genus,Galiniera,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Galipea,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Gallesia,Petiveriaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Gamblea,Araliaceae,Angiosperm,genus,Gamblea,40,-0.460553,0.473464,0.204947,0.742114,1.4,30.1,0.644325
genus,Ganophyllum,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Garcinia,Clusiaceae,Angiosperm,genus,Garcinia,1120,-1.12835,0.634348,0.47589,0.458547,1,77.4,0.362361
genus,Gardenia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Garuga,Burseraceae,Angiosperm,family,Burseraceae,3087,-1.49501,0.716147,0.568016,0.5364,1,150.6,0.263503
genus,Gaultheria,Ericaceae,Angiosperm,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
genus,Gaylussacia,Ericaceae,Angiosperm,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
genus,Geijera,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Geissospermum,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Genipa,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Gevuina,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Gilbertiodendron,Fabaceae,Angiosperm,genus,Gilbertiodendron,49,-0.624667,0.61492,0.259973,0.723159,12.6,198,0.553843
genus,Gillbeea,Cunoniaceae,Angiosperm,family,Cunoniaceae,98,-1.12508,0.728754,0.454835,0.574266,2.5,80.5,0.360003
genus,Gilletiodendron,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Ginkgo,Ginkgoaceae,Gymnosperm,division,Gymnosperm,77655,-1.52419,0.708135,0.304932,0.651332,1,770,0.228162
genus,Gironniera,Cannabaceae,Angiosperm,genus,Gironniera,894,-0.871859,0.443477,0.442711,0.250185,1.5,180,0.461228
genus,Gleditsia,Fabaceae,Angiosperm,genus,Gleditsia,62,-1.66319,0.840614,0.336703,0.661628,4,67,0.200588
genus,Gliricidia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Glochidion,Phyllanthaceae,Angiosperm,genus,Glochidion,286,-1.37119,0.604912,0.415768,0.413707,2,82.5,0.276717
genus,Gluta,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Glycosmis,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Glycydendron,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Gmelina,Lamiaceae,Angiosperm,family,Lamiaceae,683,-1.20981,0.61105,0.537772,0.453723,1,77.5,0.344655
genus,Gnetum,Gnetaceae,Gymnosperm,division,Gymnosperm,77655,-1.52419,0.708135,0.304932,0.651332,1,770,0.228162
genus,Gomphandra,Stemonuraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Gomphia,Ochnaceae,Angiosperm,family,Ochnaceae,215,-1.29361,0.719512,0.42147,0.667232,1,114.7,0.299755
genus,Goniothalamus,Annonaceae,Angiosperm,genus,Goniothalamus,96,-1.11544,0.556821,0.420073,0.483293,1.4,58,0.358004
genus,Gonocaryum,Cardiopteridaceae,Angiosperm,genus,Gonocaryum,218,-0.945386,0.508211,0.374005,0.3664,1.3,38,0.416676
genus,Gonystylus,Thymelaeaceae,Angiosperm,genus,Gonystylus,48,-0.843097,0.593126,0.239819,0.827068,1.1,37.5,0.442931
genus,Gordonia,Theaceae,Angiosperm,genus,Gordonia,36,-0.873617,0.441907,0.434809,0.456303,1.1,30,0.458825
genus,Gossia,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Goupia,Goupiaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Greenwayodendron,Annonaceae,Angiosperm,genus,Greenwayodendron,170,-0.958617,0.597879,0.430775,0.279185,10,64.5,0.420701
genus,Grevillea,Proteaceae,Angiosperm,genus,Grevillea,51,-1.07917,0.677198,0.247632,0.743271,5.3,86.3,0.350458
genus,Grewia,Malvaceae,Angiosperm,genus,Grewia,111,-1.20854,0.609392,0.439314,0.5039,2.2,64.8,0.328886
genus,Griselinia,Griseliniaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Grossera,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Guaiacum,Zygophyllaceae,Angiosperm,genus,Guaiacum,30,-0.626383,0.566678,0.239705,0.802774,1.1,44.3,0.550101
genus,Guapira,Nyctaginaceae,Angiosperm,family,Nyctaginaceae,464,-1.33441,0.710739,0.560384,0.501096,1,104.6,0.308081
genus,Guarea,Meliaceae,Angiosperm,genus,Guarea,183,-0.676134,0.599648,0.349829,0.804146,1,109,0.540671
genus,Guatteria,Annonaceae,Angiosperm,genus,Guatteria,55,-1.33227,0.751886,0.387796,0.674779,4.2,83,0.284485
genus,Guazuma,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Guettarda,Rubiaceae,Angiosperm,genus,Guettarda,264,-0.658998,0.446311,0.673173,0.211559,1,67.9,0.648939
genus,Guibourtia,Fabaceae,Angiosperm,genus,Guibourtia,107,-1.25358,0.784549,0.306908,0.76235,1.6,54.5,0.299249
genus,Guiera,Combretaceae,Angiosperm,family,Combretaceae,1534,-1.12022,0.687025,0.395915,0.720486,1,191,0.352803
genus,Guilfoylia,Surianaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Guioa,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Gustavia,Lecythidaceae,Angiosperm,family,Lecythidaceae,1114,-0.900694,0.596827,0.391663,0.562421,1.1,186.2,0.438676
genus,Gymnacranthera,Myristicaceae,Angiosperm,family,Myristicaceae,964,-0.851103,0.613182,0.355717,0.708463,1,136.8,0.454828
genus,Gymnanthes,Euphorbiaceae,Angiosperm,genus,Gymnanthes,2202,-1.00436,0.45418,0.453372,0.350862,1,26.5,0.405927
genus,Gymnocladus,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Gymnopodium,Polygonaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Gymnosporia,Celastraceae,Angiosperm,family,Celastraceae,435,-1.13263,0.66231,0.556926,0.494744,1,101.6,0.376232
genus,Gynochthodes,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Gynotroches,Rhizophoraceae,Angiosperm,family,Rhizophoraceae,292,-1.00786,0.68497,0.339852,0.808051,1,113.4,0.386698
genus,Gyrinops,Thymelaeaceae,Angiosperm,family,Thymelaeaceae,136,-0.97815,0.583658,0.396527,0.586642,1.1,37.5,0.40676
genus,Gyrocarpus,Hernandiaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Haematoxylum,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Hagenia,Rosaceae,Angiosperm,family,Rosaceae,1561,-0.948281,0.553616,0.50296,0.451948,1,100,0.439641
genus,Hakea,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Haldina,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Halfordia,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Hamamelis,Hamamelidaceae,Angiosperm,family,Hamamelidaceae,264,-0.14195,0.387314,0.461524,0.330204,1,44,0.965173
genus,Hampea,Malvaceae,Angiosperm,genus,Hampea,53,-1.57241,0.777013,0.527198,0.43373,1,44.1,0.238486
genus,Hancea,Euphorbiaceae,Angiosperm,genus,Hancea,236,-1.03203,0.576672,0.398119,0.364216,2,35.3,0.385666
genus,Handroanthus,Bignoniaceae,Angiosperm,genus,Handroanthus,210,-0.742969,0.565211,0.410834,0.590391,1.2,125.6,0.517588
genus,Harpullia,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Harrisonia,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Harungana,Hypericaceae,Angiosperm,genus,Harungana,42,-1.03894,0.787439,0.275128,0.758297,2.8,23.5,0.367479
genus,Hasseltia,Salicaceae,Angiosperm,family,Salicaceae,2221,-1.09157,0.615443,0.390641,0.630887,1,103.5,0.362303
genus,Havardia,Fabaceae,Angiosperm,genus,Havardia,53,-0.535591,0.537254,0.259531,0.830744,1,82.5,0.605372
genus,Hebepetalum,Linaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Hedycarya,Monimiaceae,Angiosperm,family,Monimiaceae,194,-0.272793,0.417823,0.367659,0.229018,10.3,112,0.814479
genus,Hedyosmum,Chloranthaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Heinsenia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Heisteria,Olacaceae,Angiosperm,genus,Heisteria,52,-0.748044,0.637091,0.330275,0.533126,1.7,38.6,0.499822
genus,Helicia,Proteaceae,Angiosperm,genus,Helicia,255,-1.23229,0.601312,0.330979,0.511771,3,38.5,0.308044
genus,Heliciopsis,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Helicteres,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Helietta,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Heliocarpus,Malvaceae,Angiosperm,genus,Heliocarpus,50,-1.49631,0.78161,0.616561,0.55362,1.1,31.9,0.270837
genus,Hemandradenia,Connaraceae,Angiosperm,family,Connaraceae,77,-1.22165,0.585382,0.426067,0.359038,2.5,37.3,0.322748
genus,Heritiera,Malvaceae,Angiosperm,genus,Heritiera,210,-1.25387,0.577476,0.427992,0.50848,2.3,70,0.312771
genus,Hesperalbizia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Hesperomeles,Rosaceae,Angiosperm,family,Rosaceae,1561,-0.948281,0.553616,0.50296,0.451948,1,100,0.439641
genus,Heteropanax,Araliaceae,Angiosperm,family,Araliaceae,1392,-1.63073,0.730318,0.499306,0.591335,1,138.1,0.221779
genus,Heteropterys,Malpighiaceae,Angiosperm,family,Malpighiaceae,439,-0.855526,0.533879,0.549069,0.33432,1,46,0.494214
genus,Hevea,Euphorbiaceae,Angiosperm,genus,Hevea,158,-0.793917,0.597308,0.404343,0.449055,4.7,85.9,0.490578
genus,Hexalobus,Annonaceae,Angiosperm,genus,Hexalobus,37,-0.178842,0.429696,0.41119,0.31481,10.4,92.6,0.910007
genus,Heynea,Meliaceae,Angiosperm,genus,Heynea,35,-1.24236,0.625506,0.267081,0.532891,3.5,21.4,0.299184
genus,Hibiscus,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Hieronyma,Phyllanthaceae,Angiosperm,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
genus,Himatanthus,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Hintonia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Hippocratea,Celastraceae,Angiosperm,family,Celastraceae,435,-1.13263,0.66231,0.556926,0.494744,1,101.6,0.376232
genus,Hippomane,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Hiptage,Malpighiaceae,Angiosperm,family,Malpighiaceae,439,-0.855526,0.533879,0.549069,0.33432,1,46,0.494214
genus,Hirtella,Chrysobalanaceae,Angiosperm,genus,Hirtella,45,-0.742101,0.664845,0.463455,0.748159,1.1,41.5,0.530091
genus,Hodgkinsonia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Holigarna,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Hollandaea,Proteaceae,Angiosperm,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
genus,Holodiscus,Rosaceae,Angiosperm,family,Rosaceae,1561,-0.948281,0.553616,0.50296,0.451948,1,100,0.439641
genus,Holoptelea,Ulmaceae,Angiosperm,family,Ulmaceae,595,-0.668694,0.584826,0.343496,0.747468,1,82,0.543514
genus,Homalium,Salicaceae,Angiosperm,genus,Homalium,136,-1.41275,0.657112,0.446729,0.551674,1.9,79.7,0.269022
genus,Homalolepis,Simaroubaceae,Angiosperm,family,Simaroubaceae,164,-1.05908,0.616087,0.466485,0.707822,1,78.9,0.386634
genus,Homonoia,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Hopea,Dipterocarpaceae,Angiosperm,genus,Hopea,685,-1.46806,0.637463,0.375611,0.52032,1.5,189.7,0.24721
genus,Horsfieldia,Myristicaceae,Angiosperm,genus,Horsfieldia,51,-0.774232,0.581508,0.258323,0.759271,1.9,55.6,0.476701
genus,Hovenia,Rhamnaceae,Angiosperm,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
genus,Huberantha,Annonaceae,Angiosperm,genus,Huberantha,110,-1.12641,0.507397,0.381546,0.435772,3,68.4,0.348673
genus,Huberodendron,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Humboldtia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Hunteria,Apocynaceae,Angiosperm,genus,Hunteria,65,-0.709977,0.398397,0.447386,0.323607,1.9,49.7,0.543405
genus,Hura,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Hybanthus,Violaceae,Angiosperm,family,Violaceae,1156,-0.492095,0.483323,0.311101,0.679641,1,47.3,0.641656
genus,Hydnocarpus,Achariaceae,Angiosperm,genus,Hydnocarpus,88,-1.70578,0.874886,0.365837,0.70759,3,45,0.1942
genus,Hydrangea,Hydrangeaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Hylandia,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Hylodendron,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Hymenaea,Fabaceae,Angiosperm,genus,Hymenaea,52,-0.91097,0.653075,0.310011,0.68981,8.4,117.2,0.42193
genus,Hymenocardia,Phyllanthaceae,Angiosperm,genus,Hymenocardia,43,-1.4794,0.920065,0.314651,0.760233,2.2,23.9,0.239333
genus,Hymenolobium,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Hymenostegia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Hyperbaena,Menispermaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Hypericum,Hypericaceae,Angiosperm,family,Hypericaceae,678,-1.3218,0.639168,0.41348,0.424304,1.6,58,0.290452
genus,Idesia,Salicaceae,Angiosperm,family,Salicaceae,2221,-1.09157,0.615443,0.390641,0.630887,1,103.5,0.362303
genus,Idiospermum,Calycanthaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Ilex,Aquifoliaceae,Angiosperm,genus,Ilex,868,-0.657717,0.501246,0.521336,0.492145,1,87.1,0.593439
genus,Illicium,Schisandraceae,Angiosperm,genus,Illicium,88,-1.18373,0.578481,0.330864,0.382684,3,21.5,0.323358
genus,Inga,Fabaceae,Angiosperm,genus,Inga,256,-0.666554,0.594237,0.39428,0.588825,1,80,0.554979
genus,Intsia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Ipomoea,Convolvulaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Iresine,Amaranthaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Irvingbaileya,Stemonuraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Irvingia,Irvingiaceae,Angiosperm,genus,Irvingia,33,-1.40897,0.805422,0.405182,0.727452,10.3,174,0.265302
genus,Iryanthera,Myristicaceae,Angiosperm,family,Myristicaceae,964,-0.851103,0.613182,0.355717,0.708463,1,136.8,0.454828
genus,Isolona,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Isonandra,Sapotaceae,Angiosperm,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
genus,Itea,Iteaceae,Angiosperm,genus,Itea,43,-0.827359,0.406727,0.355656,0.317464,3.1,26.1,0.465747
genus,Ixonanthes,Ixonanthaceae,Angiosperm,genus,Ixonanthes,133,-1.39845,0.629415,0.354664,0.596915,1.9,47.1,0.263012
genus,Ixora,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Jacaranda,Bignoniaceae,Angiosperm,genus,Jacaranda,107,-1.99661,0.913032,0.34159,0.778346,2.7,137.3,0.143953
genus,Jacaratia,Caricaceae,Angiosperm,genus,Jacaratia,64,-1.2172,0.552639,0.375294,0.642043,2.4,81.8,0.317658
genus,Jacksonia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Jacquinia,Primulaceae,Angiosperm,family,Primulaceae,607,-1.02926,0.533411,0.456215,0.479607,1,65.5,0.396453
genus,Jagera,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Jatropha,Euphorbiaceae,Angiosperm,genus,Jatropha,94,-1.17205,0.589547,0.540949,0.224973,2.2,28,0.358531
genus,Juglans,Juglandaceae,Angiosperm,genus,Juglans,107,-2.36929,1.08491,0.461787,0.617431,7.5,65.8,0.104073
genus,Julbernardia,Fabaceae,Angiosperm,genus,Julbernardia,299,-1.06069,0.744504,0.391345,0.754451,2.5,135,0.37377
genus,Juniperus,Cupressaceae,Gymnosperm,genus,Juniperus,162,-0.985227,0.588228,0.400141,0.491626,1.2,45,0.404473
genus,Kadua,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Kalmia,Ericaceae,Angiosperm,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
genus,Kalopanax,Araliaceae,Angiosperm,family,Araliaceae,1392,-1.63073,0.730318,0.499306,0.591335,1,138.1,0.221779
genus,Karrabina,Cunoniaceae,Angiosperm,family,Cunoniaceae,98,-1.12508,0.728754,0.454835,0.574266,2.5,80.5,0.360003
genus,Karwinskia,Rhamnaceae,Angiosperm,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
genus,Kayea,Calophyllaceae,Angiosperm,genus,Kayea,42,-0.878183,0.65515,0.213374,0.853975,1.5,40.6,0.425105
genus,Keayodendron,Phyllanthaceae,Angiosperm,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
genus,Khaya,Meliaceae,Angiosperm,family,Meliaceae,2186,-0.866573,0.57892,0.474811,0.632607,1,280.3,0.470551
genus,Kibara,Monimiaceae,Angiosperm,family,Monimiaceae,194,-0.272793,0.417823,0.367659,0.229018,10.3,112,0.814479
genus,Kibatalia,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Kielmeyera,Calophyllaceae,Angiosperm,family,Calophyllaceae,278,-0.907257,0.665366,0.351527,0.820939,1.1,163,0.429355
genus,Kigelia,Bignoniaceae,Angiosperm,family,Bignoniaceae,878,-1.40041,0.718885,0.507137,0.645503,1.1,137.3,0.280322
genus,Kingiodendron,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Kirkia,Kirkiaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Klaineanthus,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Klainedoxa,Irvingiaceae,Angiosperm,family,Irvingiaceae,75,-1.59721,0.834102,0.460154,0.643919,10.3,174,0.225071
