level,taxon,family,division,fit_level,fit_taxon,n,ln_a,b,sigma,r2,dbh_min_cm,dbh_max_cm,scale
genus,Tetramerista,Tetrameristaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Tetranthera,Lauraceae,Angiosperm,family,Lauraceae,6466,-0.827153,0.494061,0.501244,0.495364,1,195,0.495826
genus,Tetrapleura,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Tetrardisia,Primulaceae,Angiosperm,family,Primulaceae,607,-1.02926,0.533411,0.456215,0.479607,1,65.5,0.396453
genus,Tetrorchidium,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Theobroma,Malvaceae,Angiosperm,genus,Theobroma,604,-0.405132,0.447169,0.332424,0.210484,1.6,61,0.704773
genus,Thevetia,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Thomandersia,Thomandersiaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Thouinia,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Thouinidium,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Thuja,Cupressaceae,Gymnosperm,genus,Thuja,125,-0.79798,0.482419,0.280718,0.700806,1,69.4,0.468332
genus,Thujopsis,Cupressaceae,Gymnosperm,family,Cupressaceae,563,-1.03097,0.556493,0.392518,0.571444,1,770,0.385224
genus,Thyrsodium,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Tieghemella,Sapotaceae,Angiosperm,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
genus,Tilia,Malvaceae,Angiosperm,genus,Tilia,783,-0.869939,0.557953,0.43729,0.412039,1.4,166,0.461014
genus,Timonius,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Tisonia,Salicaceae,Angiosperm,family,Salicaceae,2221,-1.09157,0.615443,0.390641,0.630887,1,103.5,0.362303
genus,Tocoyena,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Toddalia,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Toechima,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Tonduzia,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Toona,Meliaceae,Angiosperm,genus,Toona,36,-0.807768,0.586178,0.437393,0.688668,1.6,60.7,0.490607
genus,Tournefortia,Boraginaceae,Angiosperm,family,Boraginaceae,362,-1.00836,0.564563,0.55653,0.492039,1,106.3,0.425924
genus,Toxicodendron,Anacardiaceae,Angiosperm,genus,Toxicodendron,208,-1.04814,0.547807,0.453178,0.611431,1,36,0.388503
genus,Trattinnickia,Burseraceae,Angiosperm,family,Burseraceae,3087,-1.49501,0.716147,0.568016,0.5364,1,150.6,0.263503
genus,Treculia,Moraceae,Angiosperm,family,Moraceae,2663,-1.1809,0.654914,0.498565,0.646044,1,217.7,0.34763
genus,Trema,Cannabaceae,Angiosperm,genus,Trema,69,-1.36172,0.715559,0.443947,0.693621,1,64,0.282755
genus,Trevesia,Araliaceae,Angiosperm,family,Araliaceae,1392,-1.63073,0.730318,0.499306,0.591335,1,138.1,0.221779
genus,Trevia,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Triadica,Euphorbiaceae,Angiosperm,genus,Triadica,210,-1.56519,0.690868,0.380536,0.502888,3,37.4,0.224747
genus,Tricalysia,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Trichilia,Meliaceae,Angiosperm,genus,Trichilia,957,-0.812517,0.561765,0.508494,0.53595,1,86.5,0.504981
genus,Trichoscypha,Anacardiaceae,Angiosperm,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
genus,Trichospermum,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Trigoniastrum,Trigoniaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Trigonobalanus,Fagaceae,Angiosperm,family,Fagaceae,77236,-1.61565,0.780644,0.386577,0.655452,1,222.9,0.214181
genus,Trigonostemon,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Trilepisium,Moraceae,Angiosperm,family,Moraceae,2663,-1.1809,0.654914,0.498565,0.646044,1,217.7,0.34763
genus,Triplaris,Polygonaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Triplochiton,Malvaceae,Angiosperm,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
genus,Tristaniopsis,Myrtaceae,Angiosperm,genus,Tristaniopsis,117,-0.869479,0.614695,0.196605,0.717836,4.9,74.8,0.42735
genus,Tristiropsis,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Tritaxis,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Trochocarpa,Ericaceae,Angiosperm,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
genus,Trophis,Moraceae,Angiosperm,family,Moraceae,2663,-1.1809,0.654914,0.498565,0.646044,1,217.7,0.34763
genus,Tsuga,Pinaceae,Gymnosperm,genus,Tsuga,573,-0.619984,0.510183,0.285209,0.521895,1,101.8,0.560284
genus,Turnera,Passifloraceae,Angiosperm,family,Passifloraceae,35,-0.85094,0.588435,0.480469,0.522437,1.2,34,0.479259
genus,Turpinia,Staphyleaceae,Angiosperm,genus,Turpinia,58,-0.981822,0.625895,0.454882,0.662866,1,55.4,0.415462
genus,Turraeanthus,Meliaceae,Angiosperm,family,Meliaceae,2186,-0.866573,0.57892,0.474811,0.632607,1,280.3,0.470551
genus,Uapaca,Phyllanthaceae,Angiosperm,genus,Uapaca,68,-0.839877,0.695091,0.335008,0.86218,2.5,101.3,0.456685
genus,Ulmus,Ulmaceae,Angiosperm,genus,Ulmus,321,-0.688094,0.593973,0.30583,0.707067,1,82,0.526593
genus,Uncaria,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Unonopsis,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Urera,Urticaceae,Angiosperm,family,Urticaceae,449,-1.4549,0.788163,0.497939,0.661041,1,105.1,0.264232
genus,Urophyllum,Rubiaceae,Angiosperm,genus,Urophyllum,40,-0.527193,0.418129,0.303593,0.60048,1.3,22.9,0.618098
genus,Uvariastrum,Annonaceae,Angiosperm,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
genus,Vaccinium,Ericaceae,Angiosperm,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
genus,Vachellia,Fabaceae,Angiosperm,genus,Vachellia,907,-1.18987,0.716781,0.35938,0.707404,1.1,54,0.324558
genus,Van-royena,Sapotaceae,Angiosperm,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
genus,Vangueria,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Vangueriopsis,Rubiaceae,Angiosperm,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
genus,Vatairea,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Vataireopsis,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Vateria,Dipterocarpaceae,Angiosperm,genus,Vateria,333,-1.75022,0.882214,0.308289,0.753654,9.2,120.7,0.182191
genus,Vatica,Dipterocarpaceae,Angiosperm,genus,Vatica,1578,-1.3812,0.632887,0.386648,0.514555,1,59.8,0.270779
genus,Vavaea,Meliaceae,Angiosperm,family,Meliaceae,2186,-0.866573,0.57892,0.474811,0.632607,1,280.3,0.470551
genus,Vepris,Rutaceae,Angiosperm,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
genus,Vernicia,Euphorbiaceae,Angiosperm,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
genus,Vernonanthura,Asteraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Verticordia,Myrtaceae,Angiosperm,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
genus,Viburnum,Adoxaceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Virola,Myristicaceae,Angiosperm,genus,Virola,166,-0.935432,0.615222,0.3795,0.634259,1.5,98.4,0.421716
genus,Vismia,Hypericaceae,Angiosperm,genus,Vismia,30,-0.243513,0.453688,0.260039,0.715116,1.6,58,0.810825
genus,Vitellaria,Sapotaceae,Angiosperm,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
genus,Vitex,Lamiaceae,Angiosperm,genus,Vitex,429,-1.47653,0.735113,0.55398,0.52361,2.5,77.5,0.266314
genus,Voacanga,Apocynaceae,Angiosperm,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
genus,Vochysia,Vochysiaceae,Angiosperm,genus,Vochysia,68,-1.25256,0.70572,0.334423,0.604745,6,85.3,0.302208
genus,Vouacapoua,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Walsura,Meliaceae,Angiosperm,genus,Walsura,66,-0.666491,0.406062,0.393114,0.317258,1.9,35.7,0.554759
genus,Wedelia,Asteraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
genus,Weinmannia,Cunoniaceae,Angiosperm,family,Cunoniaceae,98,-1.12508,0.728754,0.454835,0.574266,2.5,80.5,0.360003
genus,Wendlandia,Rubiaceae,Angiosperm,genus,Wendlandia,384,-0.993152,0.489218,0.38022,0.33518,3,60.5,0.398173
genus,Wikstroemia,Thymelaeaceae,Angiosperm,family,Thymelaeaceae,136,-0.97815,0.583658,0.396527,0.586642,1.1,37.5,0.40676
genus,Wilkiea,Monimiaceae,Angiosperm,family,Monimiaceae,194,-0.272793,0.417823,0.367659,0.229018,10.3,112,0.814479
genus,Wisteria,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Woodfordia,Lythraceae,Angiosperm,family,Lythraceae,69,-1.43874,0.632124,0.442631,0.564493,2.7,59.5,0.261642
genus,Wrightia,Apocynaceae,Angiosperm,genus,Wrightia,234,-1.31323,0.590976,0.378329,0.467645,3,43,0.288903
genus,Xanthophyllum,Polygalaceae,Angiosperm,genus,Xanthophyllum,344,-1.00772,0.532203,0.400881,0.460899,1.3,60.3,0.395593
genus,Xanthostemon,Myrtaceae,Angiosperm,genus,Xanthostemon,127,-0.486677,0.37716,0.306873,0.412494,2,29.9,0.644299
genus,Xantolis,Sapotaceae,Angiosperm,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
genus,Xeroderris,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Xerospermum,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Ximenia,Olacaceae,Angiosperm,genus,Ximenia,113,-1.24927,0.80052,0.363865,0.484969,2,28.8,0.306335
genus,Xylia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Xylopia,Annonaceae,Angiosperm,genus,Xylopia,209,-0.810207,0.637181,0.309688,0.74029,1,86.2,0.466614
genus,Xymalos,Monimiaceae,Angiosperm,genus,Xymalos,191,-0.246091,0.410701,0.362293,0.229033,10.3,112,0.834884
genus,Zanha,Sapindaceae,Angiosperm,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
genus,Zanthoxylum,Rutaceae,Angiosperm,genus,Zanthoxylum,280,-1.3444,0.74097,0.464993,0.730798,1,81.8,0.29046
genus,Zapoteca,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Zelkova,Ulmaceae,Angiosperm,genus,Zelkova,55,-1.35783,0.717453,0.357547,0.71226,1.2,34.6,0.274196
genus,Ziziphus,Rhamnaceae,Angiosperm,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
genus,Zollernia,Fabaceae,Angiosperm,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
genus,Zuelania,Salicaceae,Angiosperm,family,Salicaceae,2221,-1.09157,0.615443,0.390641,0.630887,1,103.5,0.362303
genus,Zygia,Fabaceae,Angiosperm,genus,Zygia,37,-1.61797,0.79094,0.461491,0.746666,2.5,50.3,0.220583
genus,Zygogynum,Winteraceae,Angiosperm,division,Angiosperm,211929,-1.16468,0.646075,0.464109,0.608856,1,385,0.347503
family,Acanthaceae,Acanthaceae,,family,Acanthaceae,477,-1.19448,0.590213,0.364752,0.71692,1,103.3,0.323693
family,Achariaceae,Achariaceae,,family,Achariaceae,167,-1.18536,0.688604,0.409278,0.617129,1.5,80.9,0.332336
family,Actinidiaceae,Actinidiaceae,,family,Actinidiaceae,61,-1.39817,0.726156,0.404168,0.512384,3.5,48,0.268072
family,Altingiaceae,Altingiaceae,,family,Altingiaceae,844,-1.13168,0.638188,0.439817,0.633937,1,80.5,0.355239
family,Anacardiaceae,Anacardiaceae,,family,Anacardiaceae,2052,-1.2584,0.679159,0.439244,0.710644,1,197.5,0.312881
family,Annonaceae,Annonaceae,,family,Annonaceae,1937,-0.832977,0.567258,0.469393,0.575238,1,126,0.485385
family,Apocynaceae,Apocynaceae,,family,Apocynaceae,1361,-1.21636,0.659122,0.458037,0.640796,1,186.2,0.329077
family,Aquifoliaceae,Aquifoliaceae,,family,Aquifoliaceae,868,-0.657717,0.501246,0.521336,0.492145,1,87.1,0.593439
family,Araliaceae,Araliaceae,,family,Araliaceae,1392,-1.63073,0.730318,0.499306,0.591335,1,138.1,0.221779
family,Asparagaceae,Asparagaceae,,family,Asparagaceae,65,-1.14251,0.566072,0.596771,0.29815,1.3,82.2,0.381198
family,Betulaceae,Betulaceae,,family,Betulaceae,7142,-0.680126,0.553554,0.428609,0.484013,1,145,0.555286
family,Bignoniaceae,Bignoniaceae,,family,Bignoniaceae,878,-1.40041,0.718885,0.507137,0.645503,1.1,137.3,0.280322
family,Bixaceae,Bixaceae,,family,Bixaceae,150,-1.91464,0.673584,0.649579,0.277746,1.6,40.5,0.182015
family,Boraginaceae,Boraginaceae,,family,Boraginaceae,362,-1.00836,0.564563,0.55653,0.492039,1,106.3,0.425924
family,Burseraceae,Burseraceae,,family,Burseraceae,3087,-1.49501,0.716147,0.568016,0.5364,1,150.6,0.263503
family,Calophyllaceae,Calophyllaceae,,family,Calophyllaceae,278,-0.907257,0.665366,0.351527,0.820939,1.1,163,0.429355
family,Cannabaceae,Cannabaceae,,family,Cannabaceae,1679,-1.32266,0.681664,0.475824,0.536441,1,180,0.298359
family,Capparaceae,Capparaceae,,family,Capparaceae,456,-0.69434,0.432976,0.407584,0.381963,1,33.3,0.542657
family,Cardiopteridaceae,Cardiopteridaceae,,family,Cardiopteridaceae,218,-0.945386,0.508211,0.374005,0.3664,1.3,38,0.416676
family,Caricaceae,Caricaceae,,family,Caricaceae,65,-1.18603,0.54408,0.374093,0.643166,2.4,81.8,0.32757
family,Caryocaraceae,Caryocaraceae,,family,Caryocaraceae,44,-0.735449,0.591919,0.449263,0.487374,9.8,164,0.530185
family,Celastraceae,Celastraceae,,family,Celastraceae,435,-1.13263,0.66231,0.556926,0.494744,1,101.6,0.376232
family,Chrysobalanaceae,Chrysobalanaceae,,family,Chrysobalanaceae,345,-0.800438,0.601551,0.417896,0.671237,1.1,99.9,0.490113
family,Clethraceae,Clethraceae,,family,Clethraceae,32,-0.806516,0.631036,0.290765,0.896232,1.2,59.4,0.465686
family,Clusiaceae,Clusiaceae,,family,Clusiaceae,1211,-1.20062,0.675771,0.482073,0.521062,1,77.4,0.338095
family,Combretaceae,Combretaceae,,family,Combretaceae,1534,-1.12022,0.687025,0.395915,0.720486,1,191,0.352803
family,Connaraceae,Connaraceae,,family,Connaraceae,77,-1.22165,0.585382,0.426067,0.359038,2.5,37.3,0.322748
family,Cornaceae,Cornaceae,,family,Cornaceae,567,-1.39765,0.757634,0.560946,0.684894,1,55,0.289292
family,Ctenolophonaceae,Ctenolophonaceae,,family,Ctenolophonaceae,105,-0.583943,0.566695,0.258505,0.84173,2.3,184,0.576643
family,Cunoniaceae,Cunoniaceae,,family,Cunoniaceae,98,-1.12508,0.728754,0.454835,0.574266,2.5,80.5,0.360003
family,Cupressaceae,Cupressaceae,,family,Cupressaceae,563,-1.03097,0.556493,0.392518,0.571444,1,770,0.385224
family,Daphniphyllaceae,Daphniphyllaceae,,family,Daphniphyllaceae,157,-1.12468,0.628183,0.366256,0.522384,2.6,34.4,0.347285
family,Dilleniaceae,Dilleniaceae,,family,Dilleniaceae,320,-0.9912,0.507868,0.474276,0.310851,2.3,66,0.41531
family,Dipterocarpaceae,Dipterocarpaceae,,family,Dipterocarpaceae,3821,-1.58657,0.774201,0.418766,0.726176,1,212,0.223378
family,Ebenaceae,Ebenaceae,,family,Ebenaceae,2365,-1.07417,0.578095,0.490275,0.470111,1,77.3,0.385203
family,Elaeocarpaceae,Elaeocarpaceae,,family,Elaeocarpaceae,544,-1.29781,0.67034,0.458223,0.600951,1.1,124.7,0.303363
family,Ericaceae,Ericaceae,,family,Ericaceae,1443,-0.62978,0.4646,0.371398,0.552415,1,149,0.570745
family,Escalloniaceae,Escalloniaceae,,family,Escalloniaceae,66,-1.02974,0.49247,0.38849,0.411816,3.2,54,0.385088
family,Euphorbiaceae,Euphorbiaceae,,family,Euphorbiaceae,6196,-1.17832,0.614096,0.482286,0.532154,1,117,0.345755
family,Fabaceae,Fabaceae,,family,Fabaceae,13535,-1.19381,0.703454,0.539608,0.602688,1,246.4,0.35056
family,Fagaceae,Fagaceae,,family,Fagaceae,77236,-1.61565,0.780644,0.386577,0.655452,1,222.9,0.214181
family,Gentianaceae,Gentianaceae,,family,Gentianaceae,63,-1.17719,0.676834,0.238883,0.804805,3,66.2,0.317061
family,Hamamelidaceae,Hamamelidaceae,,family,Hamamelidaceae,264,-0.14195,0.387314,0.461524,0.330204,1,44,0.965173
family,Humiriaceae,Humiriaceae,,family,Humiriaceae,167,-1.24638,0.723722,0.331029,0.616971,9.6,98.5,0.303737
family,Hypericaceae,Hypericaceae,,family,Hypericaceae,678,-1.3218,0.639168,0.41348,0.424304,1.6,58,0.290452
family,Irvingiaceae,Irvingiaceae,,family,Irvingiaceae,75,-1.59721,0.834102,0.460154,0.643919,10.3,174,0.225071
family,Ixonanthaceae,Ixonanthaceae,,family,Ixonanthaceae,138,-1.4571,0.655756,0.355174,0.62674,1.9,78.5,0.248074
family,Juglandaceae,Juglandaceae,,family,Juglandaceae,1068,-1.78882,0.840949,0.446595,0.640864,1.6,72.6,0.184687
family,Lamiaceae,Lamiaceae,,family,Lamiaceae,683,-1.20981,0.61105,0.537772,0.453723,1,77.5,0.344655
family,Lauraceae,Lauraceae,,family,Lauraceae,6466,-0.827153,0.494061,0.501244,0.495364,1,195,0.495826
family,Lecythidaceae,Lecythidaceae,,family,Lecythidaceae,1114,-0.900694,0.596827,0.391663,0.562421,1.1,186.2,0.438676
family,Loganiaceae,Loganiaceae,,family,Loganiaceae,197,-2.02186,1.02949,0.429874,0.785174,1.4,47.4,0.145226
family,Lythraceae,Lythraceae,,family,Lythraceae,69,-1.43874,0.632124,0.442631,0.564493,2.7,59.5,0.261642
family,Magnoliaceae,Magnoliaceae,,family,Magnoliaceae,613,-1.47663,0.783594,0.335245,0.78419,2.2,111.1,0.241609
family,Malpighiaceae,Malpighiaceae,,family,Malpighiaceae,439,-0.855526,0.533879,0.549069,0.33432,1,46,0.494214
family,Malvaceae,Malvaceae,,family,Malvaceae,4461,-1.20189,0.656564,0.487643,0.62546,1,247.7,0.33858
family,Melastomataceae,Melastomataceae,,family,Melastomataceae,523,-0.779471,0.547054,0.460786,0.517693,1,49.7,0.510018
family,Meliaceae,Meliaceae,,family,Meliaceae,2186,-0.866573,0.57892,0.474811,0.632607,1,280.3,0.470551
family,Metteniusaceae,Metteniusaceae,,family,Metteniusaceae,99,-1.22688,0.595235,0.38929,0.508359,3.3,39.5,0.316286
family,Monimiaceae,Monimiaceae,,family,Monimiaceae,194,-0.272793,0.417823,0.367659,0.229018,10.3,112,0.814479
family,Moraceae,Moraceae,,family,Moraceae,2663,-1.1809,0.654914,0.498565,0.646044,1,217.7,0.34763
family,Myricaceae,Myricaceae,,family,Myricaceae,37,-0.139754,0.335607,0.268522,0.595157,1.1,43.9,0.901493
family,Myristicaceae,Myristicaceae,,family,Myristicaceae,964,-0.851103,0.613182,0.355717,0.708463,1,136.8,0.454828
family,Myrtaceae,Myrtaceae,,family,Myrtaceae,9073,-1.07255,0.569338,0.402473,0.610796,1,385,0.370999
family,Nothofagaceae,Nothofagaceae,,family,Nothofagaceae,1483,-1.36163,0.687883,0.321271,0.787839,1,206.3,0.269813
family,Nyctaginaceae,Nyctaginaceae,,family,Nyctaginaceae,464,-1.33441,0.710739,0.560384,0.501096,1,104.6,0.308081
family,Nyssaceae,Nyssaceae,,family,Nyssaceae,121,-0.391344,0.474742,0.288899,0.541389,1.5,62,0.704961
family,Ochnaceae,Ochnaceae,,family,Ochnaceae,215,-1.29361,0.719512,0.42147,0.667232,1,114.7,0.299755
family,Olacaceae,Olacaceae,,family,Olacaceae,464,-0.746868,0.592203,0.381469,0.573087,1.4,103,0.50961
family,Oleaceae,Oleaceae,,family,Oleaceae,3572,-0.928935,0.545344,0.439232,0.492978,1,88.8,0.434973
family,Pandaceae,Pandaceae,,family,Pandaceae,166,-1.1189,0.643272,0.511808,0.588088,1.3,74.6,0.372346
family,Passifloraceae,Passifloraceae,,family,Passifloraceae,35,-0.85094,0.588435,0.480469,0.522437,1.2,34,0.479259
family,Pentaphylacaceae,Pentaphylacaceae,,family,Pentaphylacaceae,1279,-1.16728,0.572801,0.404573,0.430511,1.2,112,0.337754
family,Phyllanthaceae,Phyllanthaceae,,family,Phyllanthaceae,2497,-1.46621,0.775491,0.470494,0.629917,1,111.5,0.257811
family,Pinaceae,Pinaceae,,family,Pinaceae,76326,-1.54844,0.715395,0.302654,0.653003,1,152.9,0.222542
family,Pittosporaceae,Pittosporaceae,,family,Pittosporaceae,66,-1.62774,0.848246,0.311168,0.723416,3,27.6,0.206113
family,Platanaceae,Platanaceae,,family,Platanaceae,76,-0.923934,0.690911,0.268658,0.634726,9.3,71,0.411541
family,Podocarpaceae,Podocarpaceae,,family,Podocarpaceae,681,-1.10842,0.614147,0.319892,0.746055,1.9,266,0.34741
family,Polygalaceae,Polygalaceae,,family,Polygalaceae,351,-1.0078,0.531684,0.399799,0.461213,1.3,60.3,0.395389
family,Primulaceae,Primulaceae,,family,Primulaceae,607,-1.02926,0.533411,0.456215,0.479607,1,65.5,0.396453
family,Proteaceae,Proteaceae,,family,Proteaceae,510,-1.50893,0.80052,0.381045,0.713551,1.8,88,0.237798
family,Putranjivaceae,Putranjivaceae,,family,Putranjivaceae,559,-1.18648,0.668577,0.520522,0.562337,1.1,72.5,0.349585
family,Resedaceae,Resedaceae,,family,Resedaceae,50,-1.01181,0.620691,0.304624,0.735597,1,24.1,0.380825
family,Rhamnaceae,Rhamnaceae,,family,Rhamnaceae,689,-0.56848,0.52228,0.455881,0.462699,1,55.4,0.628407
family,Rhizophoraceae,Rhizophoraceae,,family,Rhizophoraceae,292,-1.00786,0.68497,0.339852,0.808051,1,113.4,0.386698
family,Rosaceae,Rosaceae,,family,Rosaceae,1561,-0.948281,0.553616,0.50296,0.451948,1,100,0.439641
family,Rubiaceae,Rubiaceae,,family,Rubiaceae,4106,-0.998275,0.548977,0.506684,0.437674,1,112,0.418989
family,Rutaceae,Rutaceae,,family,Rutaceae,1836,-1.18574,0.604387,0.436409,0.516094,1,120,0.336044
family,Sabiaceae,Sabiaceae,,family,Sabiaceae,320,-1.37401,0.657643,0.433136,0.467485,1.3,41.5,0.277978
family,Salicaceae,Salicaceae,,family,Salicaceae,2221,-1.09157,0.615443,0.390641,0.630887,1,103.5,0.362303
family,Santalaceae,Santalaceae,,family,Santalaceae,42,-0.828685,0.400661,0.454585,0.269721,1,41.3,0.484149
family,Sapindaceae,Sapindaceae,,family,Sapindaceae,9911,-0.998904,0.640163,0.420493,0.572939,1,141.2,0.402324
family,Sapotaceae,Sapotaceae,,family,Sapotaceae,3340,-1.00975,0.592546,0.498707,0.615454,1,180,0.412551
family,Schisandraceae,Schisandraceae,,family,Schisandraceae,88,-1.18373,0.578481,0.330864,0.382684,3,21.5,0.323358
family,Schoepfiaceae,Schoepfiaceae,,family,Schoepfiaceae,46,-0.945841,0.565676,0.397336,0.55375,1.2,23.1,0.420251
family,Simaroubaceae,Simaroubaceae,,family,Simaroubaceae,164,-1.05908,0.616087,0.466485,0.707822,1,78.9,0.386634
family,Staphyleaceae,Staphyleaceae,,family,Staphyleaceae,84,-0.892752,0.601233,0.452821,0.625817,1,55.4,0.453741
family,Styracaceae,Styracaceae,,family,Styracaceae,270,-1.19184,0.574881,0.445635,0.403645,3,75.5,0.335362
family,Symplocaceae,Symplocaceae,,family,Symplocaceae,1333,-0.888579,0.462329,0.4246,0.313228,1.1,60.4,0.450032
family,Theaceae,Theaceae,,family,Theaceae,1208,-1.25632,0.625259,0.401328,0.645191,1,73,0.308577
family,Thymelaeaceae,Thymelaeaceae,,family,Thymelaeaceae,136,-0.97815,0.583658,0.396527,0.586642,1.1,37.5,0.40676
family,Ulmaceae,Ulmaceae,,family,Ulmaceae,595,-0.668694,0.584826,0.343496,0.747468,1,82,0.543514
family,Urticaceae,Urticaceae,,family,Urticaceae,449,-1.4549,0.788163,0.497939,0.661041,1,105.1,0.264232
family,Violaceae,Violaceae,,family,Violaceae,1156,-0.492095,0.483323,0.311101,0.679641,1,47.3,0.641656
family,Vochysiaceae,Vochysiaceae,,family,Vochysiaceae,117,-1.30568,0.729449,0.344753,0.639775,6,125.7,0.287582
family,Zygophyllaceae,Zygophyllaceae,,family,Zygophyllaceae,139,-1.61754,0.767719,0.441616,0.632258,1.1,170.8,0.218706
